Operations,Operações
Operations Routing,Roteamento de operações
Operations cannot be left blank,As operações não podem ser deixadas em branco
Operator,Operador
Opp Count,Contagem de opções
Opp/Lead %,UP/LIDE %
Opportunities,Oportunidades
Opportunities by Campaign,Oportunidades por campanha
Opportunities by Medium,Oportunidades por médio
Opportunities by Source,Oportunidades por fonte
Opportunity,Oportunidade
Opportunity Amount,Quantidade de oportunidade
Opportunity Amount (Company Currency),Valor da oportunidade (moeda da empresa)
Opportunity Date,Data de oportunidade
Opportunity From,Oportunidade de
Opportunity Item,Item de oportunidade
Opportunity Lost Reason,Oportunidade perdeu a razão
Opportunity Lost Reason Detail,Oportunidade perdeu o detalhe da razão
Opportunity Owner,Proprietário da oportunidade
Opportunity Source,Fonte de oportunidade
Opportunity Summary by Sales Stage,Resumo da oportunidade por estágio de vendas
Opportunity Type,Tipo de oportunidade
Opportunity Value,Valor de oportunidade
Opportunity {0} created,Oportunidade {0} criada
Optimize Route,Otimizar a rota
"Optional. Sets company's default currency, if not specified.","Opcional. Define a moeda padrão da empresa, se não for especificada."
Optional. This setting will be used to filter in various transactions.,Opcional. Essa configuração será usada para filtrar em várias transações.
Options,Opções
Orange,Laranja
Order Amount,Valor do pedido
Order By,Ordem por
Order Confirmation Date,Data de confirmação do pedido
Order Confirmation No,Confirmação do pedido no
Order Count,Contagem de pedidos
Order Date,Data do pedido
Order Information,Encomendar informações
Order No,Ordem não
Order Qty,Ordem Qtd
Order Status,Status do pedido
Order Summary,Resumo do pedido
Order Type,Tipo de pedido
Order Value,Valor do pedido
Order/Quot %,Pedido/quot %
Ordered,Ordenado
Ordered Qty,Qty ordenado
"Ordered Qty: Quantity ordered for purchase, but not received.","Qty ordenado: quantidade ordenada para compra, mas não recebida."
Ordered Quantity,Quantidade ordenada
Orders,Ordens
Organization,Organização
Organization Name,Nome da organização
Orientation,Orientação
Original Item,Item original
Other,Outro
Other Details,Outros detalhes
Other Info,Outras informações
Other Settings,Outras configurações
Out Qty,OUT QTY
Out Value,Valor de saída
Out of AMC,Fora da AMC
Out of Order,Fora de ordem
Out of Stock,Fora de stock
Out of Warranty,Fora da garantia
Out of stock,Fora de stock
Outgoing,De saída
Outgoing Rate,Taxa de saída
Outstanding,Fora do comum
Outstanding (Company Currency),Excelente (moeda da empresa)
Outstanding Amount,Quantidade pendente
Outstanding Amt,Excelente AMT
Outstanding Cheques and Deposits to clear,Cheques e depósitos pendentes para limpar
Outstanding for {0} cannot be less than zero ({1}),Excelente para {0} não pode ser menor que zero ({1})
Outward,Para fora
Over Billing Allowance (%),Subsídio de cobrança (%)
Over Billing Allowance exceeded for Purchase Receipt Item {0} ({1}) by {2}%,Subsídio de cobrança excedido para o item de recibo de compra {0} ({1}) por {2}%
Over Delivery/Receipt Allowance (%),Subsídio de entrega/recibo (%)
Over Picking Allowance,Sobre a colheita de subsídios
Over Receipt,Sobre o recebimento
Over Receipt/Delivery of {0} {1} ignored for item {2} because you have {3} role.,Over recebimento/entrega de {0} {1} ignorado para o item {2} porque você tem uma função {3}.
Over Transfer Allowance,Sobre o subsídio de transferência
Over Transfer Allowance (%),Subsídio de transferência (%)
Overbilling of {0} {1} ignored for item {2} because you have {3} role.,Overbilling de {0} {1} ignorado para o item {2} porque você tem {3} função.
Overbilling of {} ignored because you have {} role.,Overbilling de {} ignorado porque você tem {} função.
Overdue,Atrasado
Overdue Days,Dias atrasados
Overdue Payment,Pagamento em atraso
Overdue Payments,Pagamentos em atraso
Overdue Tasks,Tarefas vencidas
Overdue and Discounted,Atrasado e descontado
Overlap in scoring between {0} and {1},Sobreposição na pontuação entre {0} e {1}
Overlapping conditions found between:,Condições sobrepostas encontradas entre:
Overproduction Percentage For Sales Order,Porcentagem de superprodução para o pedido de vendas
Overproduction Percentage For Work Order,Porcentagem de superprodução para ordem de serviço
Overproduction for Sales and Work Order,Superprodução para vendas e ordem de serviço
Overview,Visão geral
Owned,Controlado
Owner,Proprietário
PAN No,PAN No
PDF Name,Nome do PDF
PIN,PIN
PMO-,PMO-
PO Supplied Item,Item fornecido por PO
PO-JOB.#####,Po-job. #####
POS,POS
POS Closed,POS fechado
POS Closing Entry,Entrada de fechamento de POS
POS Closing Entry Detail,Detalhes de entrada de fechamento de POS
POS Closing Entry Taxes,POS de fechamento de impostos de entrada
POS Closing Failed,O fechamento do POS falhou
POS Closing failed while running in a background process. You can resolve the {0} and retry the process again.,O fechamento do POS falhou durante a execução em um processo em segundo plano. Você pode resolver o {0} e tentar novamente o processo.
POS Customer Group,Grupo de clientes POS
POS Field,Campo POS
POS Invoice,Fatura de POS
POS Invoice Item,Item da fatura do POS
POS Invoice Merge Log,Log de mesclagem de fatura POS
POS Invoice Reference,Referência de fatura de POS
POS Invoice is already consolidated,Fatura de POS já está consolidada
POS Invoice is not submitted,Fatura POS não é enviada
POS Invoice isn't created by user {},Fatura de POS não é criada pelo usuário {}
POS Invoice should have the field {0} checked.,A fatura do POS deve ter o campo {0} verificado.
POS Invoices,Faturas de POS
POS Invoices can't be added when Sales Invoice is enabled,As faturas de POS não podem ser adicionadas quando a fatura de vendas estiver ativada
POS Invoices will be consolidated in a background process,As faturas de POS serão consolidadas em um processo de fundo
POS Invoices will be unconsolidated in a background process,As faturas de POS serão consolidadas em um processo de fundo
POS Item Group,Grupo de Item POS
POS Opening Entry,Entrada de abertura do POS
POS Opening Entry Detail,Detalhes de entrada de abertura do POS
POS Opening Entry Missing,Entrada de abertura do POS ausente
POS Payment Method,Método de pagamento POS
POS Profile,Perfil de POS
POS Profile User,Usuário do perfil de POS
POS Profile doesn't match {},O perfil POS não corresponde a {}
POS Profile is mandatory to mark this invoice as POS Transaction.,O perfil do POS é obrigatório para marcar essa fatura como transação de POS.
POS Profile required to make POS Entry,Perfil de POS necessário para fazer a entrada de POS
POS Profile {} contains Mode of Payment {}. Please remove them to disable this mode.,Perfil POS {} contém modo de pagamento {}. Remova -os para desativar este modo.
POS Profile {} does not belongs to company {},Perfil POS {} não pertence à empresa {}
POS Register,Registro pos
POS Search Fields,Campos de pesquisa de POS
POS Setting,Configuração do POS
POS Settings,Configurações de POS
POS Transactions,Transações de pos
POS has been closed at {0}. Please refresh the page.,POS foi fechado em {0}. Atualize a página.
POS invoice {0} created successfully,Fatura de pos {0} criada com sucesso
POS-CLO-,Pos-Clo-
PRLE-.####,Prle-. ####
PROJ-.####,Proj-. ####
PSOA Cost Center,Centro de custo da PSOA
PSOA Project,Projeto PSOA
PU-SSP-.YYYY.-,Pu-ssp-.yyyy.-
PUR-ORD-.YYYY.-,Pur-Ord-.yyyy.-
PUR-RFQ-.YYYY.-,Pur-rfq-.yyy.
PUR-SQTN-.YYYY.-,Pur-sqtn-.yyy.-
PVP (AO),PVP (AO)
PVP (MZ),PVP (MZ)
PVR (%),PVR (%)
PZN,PZN
Package No(s) already in use. Try from Package No {0},Pacote No(s) já em uso. Experimente do pacote No {0}
Package Weight Details,Detalhes do peso do pacote
Packaging Slip From Delivery Note,Deslize de embalagem da nota de entrega
Packed Item,Item embalado
Packed Items,Itens embalados
Packed Items cannot be transferred internally,Itens embalados não podem ser transferidos internamente
Packed Qty,Qtdy embalado
Packing List,Lista de embalagem
Packing Slip,Guia de embalagem
Packing Slip Item,Item de guia de embalagem
Packing Slip(s) cancelled,Guia(s) de embalagem cancelado
Packing Unit,Unidade de embalagem
Page Break,Quebra de página
Page Break After Each SoA,Página quebra após cada SOA
Page {0} of {1},Página {0} de {1}
Paid,Pago
Paid Amount,Valor pago
Paid Amount (Company Currency),Valor pago (moeda da empresa)
Paid Amount After Tax,Valor pago após impostos
Paid Amount After Tax (Company Currency),Valor pago após impostos (moeda da empresa)
Paid Amount cannot be greater than total negative outstanding amount {0},O valor pago não pode ser maior que o valor em circulação total negativo {0}
Paid From Account Type,Pago do tipo de conta
Paid Loan,Empréstimo pago
Paid To Account Type,Pago ao tipo de conta
Paid amount + Write Off Amount can not be greater than Grand Total,Valor pago + o valor de gravação não pode ser maior que o grande total
Pallets,Paletes
Parameter,Parâmetro
Parameter Group,Grupo de parâmetros
Parameter Group Name,Nome do grupo de parâmetros
Parameter Name,Nome do parâmetro
Parameters,Parâmetros
Parcel Template,Modelo de encomenda
Parcel Template Name,Nome do modelo de encomenda
Parcel weight cannot be 0,O peso da parcela não pode ser 0
Parcels,Encomendas
Parent,Principal
Parent Account,Conta principal
Parent Account Missing,Conta principal ausente
Parent Batch,Lote principal
Parent Company,Empresa principal
Parent Company must be a group company,A empresa principal deve ser uma empresa de grupo
Parent Cost Center,Centro de custo principal
Parent Customer Group,Grupo de clientes principal
Parent Department,Departamento principal
Parent Detail docname,Docname do detalhe principal
Parent Document,Documento principal
Parent Item,Item principal
Parent Item Group,Grupo de itens principal
Parent Item {0} must not be a Fixed Asset,O item principal {0} não deve ser um ativo fixo
